Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Precipitation (mm/h),Reference ET₀ (mm),Dew Point (°C),Pressure (hPa),Cloud Cover (%),Snowfall (mm/h),Wind Direction (°),Solar Irradiance (GHI) (W/m2),VPD (kPa),Delta T (°C)
2026-07-27T09:00:00,25.50,55.00,0.40,0.00,0.18,15.80,1015.50,0.00,0.00,180.00,283.00,1.47,6.30
2026-07-27T10:00:00,28.30,43.00,0.82,0.00,0.33,14.60,1015.50,0.00,0.00,104.00,474.00,2.20,8.70
2026-07-27T11:00:00,30.50,37.00,1.48,0.00,0.49,14.20,1015.40,0.00,0.00,62.00,653.00,2.75,10.20
2026-07-27T12:00:00,32.60,34.00,1.90,0.00,0.63,14.70,1015.20,0.00,0.00,72.00,795.00,3.24,11.40
2026-07-27T13:00:00,34.20,33.00,1.92,0.00,0.71,15.60,1015.00,0.00,0.00,81.00,889.00,3.60,11.90
2026-07-27T14:00:00,35.60,29.00,2.01,0.00,0.76,14.90,1014.70,0.00,0.00,96.00,924.00,4.13,13.20
2026-07-27T15:00:00,36.40,27.00,2.94,0.00,0.77,14.40,1013.60,0.00,0.00,125.00,899.00,4.44,14.00
2026-07-27T16:00:00,36.30,26.00,2.98,0.00,0.71,13.80,1013.20,0.00,0.00,140.00,815.00,4.47,14.30
2026-07-27T17:00:00,35.80,28.00,2.42,0.00,0.59,14.40,1012.90,0.00,0.00,128.00,683.00,4.22,13.60
2026-07-27T18:00:00,34.70,30.00,2.92,0.00,0.47,14.60,1013.20,0.00,0.00,112.00,515.00,3.86,12.80
2026-07-27T19:00:00,33.40,34.00,1.84,0.00,0.29,15.40,1012.90,0.00,0.00,135.00,323.00,3.39,11.50
2026-07-27T20:00:00,31.70,41.00,1.41,0.00,0.14,16.80,1013.30,0.00,0.00,172.00,140.00,2.75,9.70
2026-07-27T21:00:00,28.70,50.00,1.22,0.00,0.04,17.30,1013.90,0.00,0.00,189.00,17.00,1.97,7.50
2026-07-27T22:00:00,26.80,59.00,1.14,0.00,0.02,18.10,1014.60,0.00,0.00,255.00,0.00,1.45,5.80
2026-07-27T23:00:00,25.10,62.00,1.12,0.00,0.01,17.30,1015.00,0.00,0.00,297.00,0.00,1.21,5.20
